img,output,flag,username,timestamp
/Users/waikitcheng/workspace/deeplearning/fastai_dogbreeds/flagged/img/8aa767d58ecaa85391dd5056a8a13a808ef549ae/tmp_ie1gks6.jpg,/Users/waikitcheng/workspace/deeplearning/fastai_dogbreeds/flagged/output/tmprte2iius.json,,,2023-07-28 12:44:42.655555
